X,Y,NAME,City_ID,City_X,City_Y,City_Dist
50.714879171300723,11.947392430803379,Caluula,3013,50.75001826860,11.96695558570,4396.81158375000
50.781288662817587,11.985374033358221,Caluula,3013,50.75001826860,11.96695558570,3968.66931547000
50.771298370290211,11.974302375762221,Caluula,3013,50.75001826860,11.96695558570,2456.07186009000
50.778055508301705,11.976894112054708,Caluula,3013,50.75001826860,11.96695558570,3245.53153414000
50.790469401776079,11.982614915185621,Caluula,3013,50.75001826860,11.96695558570,4733.96834105000
51.109653199490523,10.527558947810249,Hurdiyo,3011,51.12332881550,10.58202720030,6207.95881985000
51.110815326375899,10.540866433828274,Hurdiyo,3011,51.12332881550,10.58202720030,4754.38554499000
51.109623956766328,10.545600296788594,Hurdiyo,3011,51.12332881550,10.58202720030,4299.36614050000
51.115003333129344,10.556964686677849,Hurdiyo,3011,51.12332881550,10.58202720030,2918.10716683000
51.128928749509107,10.562264295398679,Hurdiyo,3011,51.12332881550,10.58202720030,2270.29471290000
51.143867067373577,10.563623213858341,Hurdiyo,3011,51.12332881550,10.58202720030,3032.55919141000
51.158805385238054,10.564982132318002,Hurdiyo,3011,51.12332881550,10.58202720030,4316.17494952000
51.171103605559153,10.572403074404093,Hurdiyo,3011,51.12332881550,10.58202720030,5335.76119909000
32.532933333637565,-25.972532570113817,Matola,2824,32.46002355830,-25.96959185910,5837.83338146000
32.518811669963384,-25.967587642190569,Matola,2824,32.46002355830,-25.96959185910,5891.48139786000
32.504024548765827,-25.966304199692928,Matola,2824,32.46002355830,-25.96959185910,4421.50110109000
32.504544934614636,-25.957312650356677,Matola,2824,32.46002355830,-25.96959185910,4661.66826903000
32.514367062136422,-25.946023825463779,Matola,2824,32.46002355830,-25.96959185910,6036.58819077000
32.526787071656884,-25.940467517891044,Matola,2824,32.46002355830,-25.96959185910,6218.35458124000
32.538263141494355,-25.949581836472923,Matola,2824,32.46002355830,-25.96959185910,4920.73886967000
32.548581574720458,-25.960296843141407,Matola,2824,32.46002355830,-25.96959185910,3945.70582740000
29.517399909219336,-31.656783365753778,Port St. Johns,2821,29.52831620150,-31.62785113650,3371.00337069000
29.527523301468221,-31.649126897710346,Port St. Johns,2821,29.52831620150,-31.62785113650,2360.26588701000
29.541468324940858,-31.644539093544072,Port St. Johns,2821,29.52831620150,-31.62785113650,2231.71178244000
29.553503717391347,-31.636075032867058,Port St. Johns,2821,29.52831620150,-31.62785113650,2557.58486772000
29.551050521196792,-31.623305688343812,Port St. Johns,2821,29.52831620150,-31.62785113650,2215.02274800000
29.55435749914778,-31.622136276239555,Port St. Johns,2821,29.52831620150,-31.62785113650,2550.65166656000
29.567841433119703,-31.616942405871249,Port St. Johns,2821,29.52831620150,-31.62785113650,3940.33063464000
29.580606363128723,-31.609185057375623,Port St. Johns,2821,29.52831620150,-31.62785113650,5375.80087732000
29.595063992038661,-31.605187937624791,Port St. Johns,2821,29.52831620150,-31.62785113650,6813.63128809000
26.842780632987296,-33.625912084118205,Port Alfred,2819,26.88000239940,-33.59951373420,4528.23867953000
26.857650693612072,-33.623941983355401,Port Alfred,2819,26.88000239940,-33.59951373420,3412.32519800000
26.871684652164696,-33.619376972006712,Port Alfred,2819,26.88000239940,-33.59951373420,2334.45847335000
26.88490770083077,-33.612295236063133,Port Alfred,2819,26.88000239940,-33.59951373420,1488.96953841000
26.89652247585061,-33.603044728922121,Port Alfred,2819,26.88000239940,-33.59951373420,1582.52450445000
26.907879984313581,-33.593667038900122,Port Alfred,2819,26.88000239940,-33.59951373420,2667.59850036000
26.921969602693398,-33.588714525322011,Port Alfred,2819,26.88000239940,-33.59951373420,4075.46687929000
26.934124359959384,-33.579924651841409,Port Alfred,2819,26.88000239940,-33.59951373420,5473.65121384000
